| Government |
| Legislative branch: | election results: Senate - percent of vote by party - NA%; seats by party - PRI 59, PAN 45, PRD 17, PVEM 5, PT 1, PCD 1; Chamber of Deputies - percent of vote by party - NA%; seats by party - PRI 211, PAN 208, PRD 50, PVEM 16, PT 7, PCD 3, PSN 3, PAS 2 |
| Judicial branch: | Supreme Court of Justice or Corte Suprema de Justicia (judges are appointed by the president with consent of the Senate) |
| Political parties and leaders: | Convergence for Democracy or CD [Dante DELGADO Ranauro]; Institutional Revolutionary Party or PRI [Dulce Maria SAURI Riancho]; Mexican Green Ecological Party or PVEM [Jorge GONZALEZ Torres]; National Action Party or PAN [Luis Felipe BRAVO Mena]; Party of the Democratic Center or PCD [Manuel CAMACHO Solis]; Party of the Democratic Revolution or PRD [Amalia GARCIA Medina]; Party of the Nationalist Society or PSN [Gustavo RIOJAIS Santana]; Social Alliance Party or PAS [Jose Antonio CALDERON Cardoso]; Workers Party or PT [Alberto ANAYA Gutierrez] |
| Political pressure groups and leaders: | Confederation of Employers of the Mexican Republic or COPARMEX; Confederation of Industrial Chambers or CONCAMIN; Confederation of Mexican Workers or CTM; Confederation of National Chambers of Commerce or CONCANACO; Coordinator for Foreign Trade Business Organizations or COECE; Federation of Unions Providing Goods and Services or FESEBES; National Chamber of Transformation Industries or CANACINTRA; National Peasant Confederation or CNC; National Union of Workers or UNT; Regional Confederation of Mexican Workers or CROM; Revolutionary Confederation of Workers and Peasants or CROC; Roman Catholic Church |
| International organization participation: | APEC, BCIE, BIS, Caricom (observer), CCC, CDB, CE (observer), EBRD, ECLAC, FAO, G-3, G-6, G-11, G-15, G-19, G-24, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IEA (observer), IFAD, IFC, IFRCS, ILO, IMF, IMO, Inmarsat, Intelsat, Interpol, IOC, IOM (observer), ISO, ITU, LAES, LAIA, NAM (observer), NEA, OAS, OECD, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UNITAR, UNU, UPU, WCL, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| Diplomatic representation in the US: | chief of mission: Ambassador Juan Jose BREMER Martino |
| Diplomatic representation in the US: | chancery: 1911 Pennsylvania Avenue NW, Washington, DC 20006 |
| Diplomatic representation in the US: | telephone: [1] (202) 728-1600 |
| Diplomatic representation in the US: | FAX: [1] (202) 728-1698 |
| Diplomatic representation in the US: | consulate(s) general: Atlanta, Austin, Boston, Chicago, Dallas, Denver, El Paso, Houston, Laredo (Texas), Los Angeles, Miami, New Orleans, New York, Nogales (Arizona), Phoenix, Sacramento, San Antonio, San Diego, San Francisco, San Juan (Puerto Rico) |
| Diplomatic representation in the US: | consulate(s): Albuquerque, Brownsville (Texas), Calexico (California), Corpus Christi, Del Rio (Texas), Detroit, Douglas (Arizona), Eagle Pass (Texas), Fresno (California), McAllen (Texas), Midland (Texas), Orlando, Oxnard (California), Philadelphia, Portland (Oregon), St. Louis, Salt Lake City, San Bernardino, San Jose, Santa Ana (California), Seattle, Tucson |
| Diplomatic representation from the US: | chief of mission: Ambassador Jeffery DAVIDOW |
| Diplomatic representation from the US: | embassy: Paseo de la Reforma 305, Colonia Cuauhtemoc, 06500 Mexico, Distrito Federal |
| Diplomatic representation from the US: | mailing address: P. O. Box 3087, Laredo, TX 78044-3087 |
| Diplomatic representation from the US: | telephone: [52] (5) 209-9100 |
| Diplomatic representation from the US: | FAX: [52] (5) 208-3373, 511-9980 |
| Diplomatic representation from the US: | consulate(s) general: Ciudad Juarez, Guadalajara, Monterrey, Tijuana |
| Diplomatic representation from the US: | consulate(s): Hermosillo, Matamoros, Merida, Nuevo Laredo, Nogales |
| Flag description: | three equal vertical bands of green (hoist side), white, and red; the coat of arms (an eagle perched on a cactus with a snake in its beak) is centered in the white band |
